Country/Area,Technology,Grid Connection,Year,Heat Generation (TJ)
Belarus,Solid biofuels,Heat (Commercial),2004,9232.0
Belarus,Solid biofuels,Heat (Commercial),2005,10409.0
Belarus,Solid biofuels,Heat (Commercial),2006,10775.0
Belarus,Solid biofuels,Heat (Commercial),2007,11912.0
Belarus,Solid biofuels,Heat (Commercial),2008,12511.0
Belarus,Solid biofuels,Heat (Commercial),2009,13995.0
Belarus,Solid biofuels,Heat (Commercial),2010,15085.0
Belarus,Solid biofuels,Heat (Commercial),2011,15583.0
Belarus,Solid biofuels,Heat (Commercial),2012,16769.0
Belarus,Solid biofuels,Heat (Commercial),2013,16846.0
Belarus,Solid biofuels,Heat (Commercial),2014,17240.0
Belarus,Solid biofuels,Heat (Commercial),2015,17409.0
Belarus,Solid biofuels,Heat (Commercial),2016,17554.0
Belarus,Solid biofuels,Heat (Commercial),2017,18686.0
Belarus,Solid biofuels,Heat (Commercial),2018,19700.461
Belarus,Solid biofuels,Heat (Commercial),2019,19908.246
Belarus,Solid biofuels,Heat (Commercial),2020,20222.635
Belarus,Solid biofuels,Heat (Commercial),2021,20222.635
Belarus,Solid biofuels,Heat (Commercial),2022,20222.635
Belarus,Solid biofuels,Combined Heat and Power (CHP),2006,510.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2007,895.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2008,1539.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2009,1524.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2010,1813.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2011,2050.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2012,2120.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2013,2275.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2014,2536.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2015,3009.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2016,3516.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2017,3128.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2018,4410.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2019,6658.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2020,8805.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2021,8805.0
Belarus,Solid biofuels,Combined Heat and Power (CHP),2022,8805.0
Belarus,Biogas,Heat (Commercial),2019,10.0
Belarus,Biogas,Heat (Commercial),2020,7.0
Belarus,Biogas,Heat (Commercial),2021,7.0
Belarus,Biogas,Heat (Commercial),2022,7.0
Belarus,Biogas,Combined Heat and Power (CHP),2008,3.0
Belarus,Biogas,Combined Heat and Power (CHP),2009,28.0
Belarus,Biogas,Combined Heat and Power (CHP),2010,23.0
Belarus,Biogas,Combined Heat and Power (CHP),2011,40.0
Belarus,Biogas,Combined Heat and Power (CHP),2012,46.0
Belarus,Biogas,Combined Heat and Power (CHP),2013,116.0
Belarus,Biogas,Combined Heat and Power (CHP),2014,111.0
Belarus,Biogas,Combined Heat and Power (CHP),2015,112.0
Belarus,Biogas,Combined Heat and Power (CHP),2016,110.0
Belarus,Biogas,Combined Heat and Power (CHP),2017,138.0
Belarus,Biogas,Combined Heat and Power (CHP),2018,150.0
Belarus,Biogas,Combined Heat and Power (CHP),2019,158.0
Belarus,Biogas,Combined Heat and Power (CHP),2020,156.0
Belarus,Biogas,Combined Heat and Power (CHP),2021,156.0
Belarus,Biogas,Combined Heat and Power (CHP),2022,156.0
Belarus,Coal and peat,Heat (Commercial),2000,9642.0
Belarus,Coal and peat,Heat (Commercial),2001,7638.0
Belarus,Coal and peat,Heat (Commercial),2002,6273.0
Belarus,Coal and peat,Heat (Commercial),2003,5658.0
Belarus,Coal and peat,Heat (Commercial),2004,4882.0
Belarus,Coal and peat,Heat (Commercial),2005,4354.0
Belarus,Coal and peat,Heat (Commercial),2006,3839.0
Belarus,Coal and peat,Heat (Commercial),2007,3292.0
Belarus,Coal and peat,Heat (Commercial),2008,2987.0
Belarus,Coal and peat,Heat (Commercial),2009,3239.0
Belarus,Coal and peat,Heat (Commercial),2010,3250.0
Belarus,Coal and peat,Heat (Commercial),2011,2889.0
Belarus,Coal and peat,Heat (Commercial),2012,2891.0
Belarus,Coal and peat,Heat (Commercial),2013,2418.0
Belarus,Coal and peat,Heat (Commercial),2014,1934.0
Belarus,Coal and peat,Heat (Commercial),2015,1723.0
Belarus,Coal and peat,Heat (Commercial),2016,1902.0
Belarus,Coal and peat,Heat (Commercial),2017,2094.0
Belarus,Coal and peat,Heat (Commercial),2018,2291.0
Belarus,Coal and peat,Heat (Commercial),2019,1999.0
Belarus,Coal and peat,Heat (Commercial),2020,1736.0
Belarus,Coal and peat,Heat (Commercial),2021,1736.0
Belarus,Coal and peat,Heat (Commercial),2022,1736.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2002,325.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2003,328.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2004,319.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2005,301.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2006,326.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2007,612.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2008,642.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2009,670.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2010,873.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2011,854.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2012,1018.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2013,1185.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2014,1309.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2015,1292.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2016,1303.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2017,1052.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2018,991.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2019,1168.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2020,1209.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2021,1209.0
Belarus,Coal and peat,Combined Heat and Power (CHP),2022,1493.17
Belarus,Oil,Heat (Commercial),2000,38169.0
Belarus,Oil,Heat (Commercial),2001,35757.0
Belarus,Oil,Heat (Commercial),2002,33098.0
Belarus,Oil,Heat (Commercial),2003,27308.0
Belarus,Oil,Heat (Commercial),2004,19870.0
Belarus,Oil,Heat (Commercial),2005,16013.0
Belarus,Oil,Heat (Commercial),2006,15059.0
Belarus,Oil,Heat (Commercial),2007,10817.0
Belarus,Oil,Heat (Commercial),2008,9563.0
Belarus,Oil,Heat (Commercial),2009,14045.0
Belarus,Oil,Heat (Commercial),2010,7923.0
Belarus,Oil,Heat (Commercial),2011,5937.0
Belarus,Oil,Heat (Commercial),2012,5812.0
Belarus,Oil,Heat (Commercial),2013,4092.0
Belarus,Oil,Heat (Commercial),2014,3603.0
Belarus,Oil,Heat (Commercial),2015,3177.0
Belarus,Oil,Heat (Commercial),2016,4860.0
Belarus,Oil,Heat (Commercial),2017,3535.0
Belarus,Oil,Heat (Commercial),2018,3390.0
Belarus,Oil,Heat (Commercial),2019,2635.0
Belarus,Oil,Heat (Commercial),2020,2422.0
Belarus,Oil,Heat (Commercial),2021,2422.0
Belarus,Oil,Heat (Commercial),2022,2422.0
Belarus,Oil,Combined Heat and Power (CHP),2000,10832.0
Belarus,Oil,Combined Heat and Power (CHP),2001,13596.0
Belarus,Oil,Combined Heat and Power (CHP),2002,12222.0
Belarus,Oil,Combined Heat and Power (CHP),2003,9847.0
Belarus,Oil,Combined Heat and Power (CHP),2004,8702.0
Belarus,Oil,Combined Heat and Power (CHP),2005,8239.0
Belarus,Oil,Combined Heat and Power (CHP),2006,10462.0
Belarus,Oil,Combined Heat and Power (CHP),2007,1734.0
Belarus,Oil,Combined Heat and Power (CHP),2008,3552.0
Belarus,Oil,Combined Heat and Power (CHP),2009,31806.0
Belarus,Oil,Combined Heat and Power (CHP),2010,2727.0
Belarus,Oil,Combined Heat and Power (CHP),2011,1662.0
Belarus,Oil,Combined Heat and Power (CHP),2012,4441.0
Belarus,Oil,Combined Heat and Power (CHP),2013,1549.0
Belarus,Oil,Combined Heat and Power (CHP),2014,1811.0
Belarus,Oil,Combined Heat and Power (CHP),2015,2170.0
Belarus,Oil,Combined Heat and Power (CHP),2016,2134.0
Belarus,Oil,Combined Heat and Power (CHP),2017,3038.0
Belarus,Oil,Combined Heat and Power (CHP),2018,2807.0
Belarus,Oil,Combined Heat and Power (CHP),2019,1687.0
Belarus,Oil,Combined Heat and Power (CHP),2020,4406.0
Belarus,Oil,Combined Heat and Power (CHP),2021,4406.0
Belarus,Oil,Combined Heat and Power (CHP),2022,2986.34
Belarus,Natural gas,Heat (Commercial),2000,113449.0
Belarus,Natural gas,Heat (Commercial),2001,120413.0
Belarus,Natural gas,Heat (Commercial),2002,115753.0
Belarus,Natural gas,Heat (Commercial),2003,122444.0
Belarus,Natural gas,Heat (Commercial),2004,120875.0
Belarus,Natural gas,Heat (Commercial),2005,122173.0
Belarus,Natural gas,Heat (Commercial),2006,123191.0
Belarus,Natural gas,Heat (Commercial),2007,106024.0
Belarus,Natural gas,Heat (Commercial),2008,99581.0
Belarus,Natural gas,Heat (Commercial),2009,91105.0
Belarus,Natural gas,Heat (Commercial),2010,98609.0
Belarus,Natural gas,Heat (Commercial),2011,92744.0
Belarus,Natural gas,Heat (Commercial),2012,93511.0
Belarus,Natural gas,Heat (Commercial),2013,86521.0
Belarus,Natural gas,Heat (Commercial),2014,81020.0
Belarus,Natural gas,Heat (Commercial),2015,72891.0
Belarus,Natural gas,Heat (Commercial),2016,73887.0
Belarus,Natural gas,Heat (Commercial),2017,71114.0
Belarus,Natural gas,Heat (Commercial),2018,72365.0
Belarus,Natural gas,Heat (Commercial),2019,68288.0
Belarus,Natural gas,Heat (Commercial),2020,66325.0
Belarus,Natural gas,Heat (Commercial),2021,66325.0
Belarus,Natural gas,Heat (Commercial),2022,66325.0
Belarus,Natural gas,Combined Heat and Power (CHP),2000,100596.0
Belarus,Natural gas,Combined Heat and Power (CHP),2001,111046.0
Belarus,Natural gas,Combined Heat and Power (CHP),2002,109474.0
Belarus,Natural gas,Combined Heat and Power (CHP),2003,115856.0
Belarus,Natural gas,Combined Heat and Power (CHP),2004,123204.0
Belarus,Natural gas,Combined Heat and Power (CHP),2005,126846.0
Belarus,Natural gas,Combined Heat and Power (CHP),2006,126597.0
Belarus,Natural gas,Combined Heat and Power (CHP),2007,134854.0
Belarus,Natural gas,Combined Heat and Power (CHP),2008,128273.0
Belarus,Natural gas,Combined Heat and Power (CHP),2009,104032.0
Belarus,Natural gas,Combined Heat and Power (CHP),2010,147438.0
Belarus,Natural gas,Combined Heat and Power (CHP),2011,137935.0
Belarus,Natural gas,Combined Heat and Power (CHP),2012,142693.0
Belarus,Natural gas,Combined Heat and Power (CHP),2013,148404.0
Belarus,Natural gas,Combined Heat and Power (CHP),2014,144899.0
Belarus,Natural gas,Combined Heat and Power (CHP),2015,139524.0
Belarus,Natural gas,Combined Heat and Power (CHP),2016,143646.0
Belarus,Natural gas,Combined Heat and Power (CHP),2017,149738.0
Belarus,Natural gas,Combined Heat and Power (CHP),2018,153851.0
Belarus,Natural gas,Combined Heat and Power (CHP),2019,144474.0
Belarus,Natural gas,Combined Heat and Power (CHP),2020,138206.0
Belarus,Natural gas,Combined Heat and Power (CHP),2021,138206.0
Belarus,Natural gas,Combined Heat and Power (CHP),2022,144837.0
Belarus,Other non-renewable energy,Heat (Commercial),2000,699.0
Belarus,Other non-renewable energy,Heat (Commercial),2001,779.0
Belarus,Other non-renewable energy,Heat (Commercial),2002,804.0
Belarus,Other non-renewable energy,Heat (Commercial),2003,917.0
Belarus,Other non-renewable energy,Heat (Commercial),2004,683.0
Belarus,Other non-renewable energy,Heat (Commercial),2005,641.0
Belarus,Other non-renewable energy,Heat (Commercial),2006,592.0
Belarus,Other non-renewable energy,Heat (Commercial),2007,722.0
Belarus,Other non-renewable energy,Heat (Commercial),2008,791.0
Belarus,Other non-renewable energy,Heat (Commercial),2010,11.0
Belarus,Other non-renewable energy,Heat (Commercial),2011,19.0
Belarus,Other non-renewable energy,Heat (Commercial),2012,25.0
Belarus,Other non-renewable energy,Heat (Commercial),2013,12.0
Belarus,Other non-renewable energy,Heat (Commercial),2016,362.0
Belarus,Other non-renewable energy,Heat (Commercial),2017,339.0
Belarus,Other non-renewable energy,Heat (Commercial),2018,115.0
Belarus,Other non-renewable energy,Heat (Commercial),2019,66.0
Belarus,Other non-renewable energy,Heat (Commercial),2020,60.0
Belarus,Other non-renewable energy,Heat (Commercial),2021,60.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2009,395.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2010,469.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2011,566.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2012,428.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2013,435.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2014,471.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2015,550.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2016,391.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2017,428.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2018,427.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2019,437.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2020,184.0
Belarus,Other non-renewable energy,Combined Heat and Power (CHP),2021,184.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2006,4.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2007,56.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2008,271.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2009,266.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2010,291.8
Belgium,Solid biofuels,Combined Heat and Power (CHP),2011,295.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2012,316.4
Belgium,Solid biofuels,Combined Heat and Power (CHP),2013,304.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2014,310.9
Belgium,Solid biofuels,Combined Heat and Power (CHP),2015,246.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2016,266.5
Belgium,Solid biofuels,Combined Heat and Power (CHP),2017,282.0
Belgium,Solid biofuels,Combined Heat and Power (CHP),2018,256.5
Belgium,Solid biofuels,Combined Heat and Power (CHP),2019,335.3
Belgium,Solid biofuels,Combined Heat and Power (CHP),2020,443.7
Belgium,Solid biofuels,Combined Heat and Power (CHP),2021,883.9
Belgium,Solid biofuels,Combined Heat and Power (CHP),2022,989.0
Belgium,Renewable municipal waste,Heat (Commercial),2000,212.0
Belgium,Renewable municipal waste,Heat (Commercial),2001,354.0
Belgium,Renewable municipal waste,Heat (Commercial),2002,354.0
Belgium,Renewable municipal waste,Heat (Commercial),2003,56.0
Belgium,Renewable municipal waste,Heat (Commercial),2004,46.0
Belgium,Renewable municipal waste,Heat (Commercial),2005,52.0
Belgium,Renewable municipal waste,Heat (Commercial),2006,38.0
Belgium,Renewable municipal waste,Heat (Commercial),2010,1.7
Belgium,Renewable municipal waste,Heat (Commercial),2011,1.7
Belgium,Renewable municipal waste,Heat (Commercial),2012,1.7
Belgium,Renewable municipal waste,Heat (Commercial),2013,1.7
Belgium,Renewable municipal waste,Heat (Commercial),2014,1.7
Belgium,Renewable municipal waste,Heat (Commercial),2015,1.7
Belgium,Renewable municipal waste,Heat (Commercial),2016,0.9
Belgium,Renewable municipal waste,Heat (Commercial),2017,4.2
Belgium,Renewable municipal waste,Heat (Commercial),2018,4.4
Belgium,Renewable municipal waste,Heat (Commercial),2019,3.8
Belgium,Renewable municipal waste,Heat (Commercial),2020,3.2
Belgium,Renewable municipal waste,Heat (Commercial),2021,15.4
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2000,135.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2001,265.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2002,262.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2003,695.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2004,758.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2005,1232.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2006,871.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2007,13.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2008,111.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2009,1022.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2010,633.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2011,640.9
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2012,647.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2013,1015.0
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2014,1227.4
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2015,1218.6
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2016,1123.4
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2017,1089.5
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2018,1161.5
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2019,1290.3
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2020,1334.8
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2021,1709.3
Belgium,Renewable municipal waste,Combined Heat and Power (CHP),2022,1416.2
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2007,3.0
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2008,28.0
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2009,7.0
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2010,69.4
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2011,64.8
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2012,158.9
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2013,142.1
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2014,124.9
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2015,117.6
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2016,14.0
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2017,17.1
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2018,63.2
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2019,74.7
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2020,31.5
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2021,2.3
Belgium,Liquid biofuels,Combined Heat and Power (CHP),2022,71.5
Belgium,Biogas,Heat (Commercial),2006,8.0
Belgium,Biogas,Combined Heat and Power (CHP),2000,41.0
Belgium,Biogas,Combined Heat and Power (CHP),2001,30.0
Belgium,Biogas,Combined Heat and Power (CHP),2002,26.0
Belgium,Biogas,Combined Heat and Power (CHP),2003,63.0
Belgium,Biogas,Combined Heat and Power (CHP),2004,126.0
